eval/mean_reward,eval/mean_ep_length,eval/success_rate,time/total_timesteps,time/fps,time/time_elapsed,time/iterations,train/clip_fraction,train/n_updates,train/approx_kl,train/std,train/explained_variance,train/entropy_loss,train/learning_rate,train/clip_range,train/value_loss,train/loss,train/policy_gradient_loss
,,,38928384,1532,25409,297,,,,,,,,,,,
-139.54905313676593,316.1770833333333,0.020833333333333332,39059456,,,,0.28694915771484375,1485,0.03199002,0.20250272750854492,0.9640376567840576,-4.893338975310326,0.00024160742399999998,0.2,12.60135177373886,7.779707431793213,-0.00040302299094037154
,,,39059456,1532,25495,298,,,,,,,,,,,
-140.88157568054217,312.2708333333333,0.010416666666666666,39190528,,,,0.359405517578125,1490,0.06539806,0.20087601244449615,0.9458451420068741,-4.898296469449997,0.00024141081599999997,0.2,19.03825514912605,12.066386222839355,0.002366051225544652
,,,39190528,1531,25582,299,,,,,,,,,,,
-145.77022003621664,316.71875,0.0,39321600,,,,0.29072265625,1495,0.04494371,0.20039494335651398,0.9608508795499802,-4.875585600733757,0.00024121420799999997,0.2,13.438970524072648,6.438320159912109,-0.0003076398341363529
,,,39321600,1532,25664,300,,,,,,,,,,,
-141.1616926103176,321.4270833333333,0.010416666666666666,39452672,,,,0.258465576171875,1500,0.017057998,0.20000618696212769,0.9517639987170696,-4.886607533693313,0.0002410176,0.2,17.049881267547608,5.917500972747803,-0.0038586019622016466
,,,39452672,1532,25745,301,,,,,,,,,,,
-141.69767544990677,310.3333333333333,0.03125,39583744,,,,0.23563232421875,1505,0.020590661,0.1987796574831009,0.9652777314186096,-4.88359158039093,0.00024082099199999998,0.2,12.139366728067397,6.455932140350342,-0.004447787568642525
,,,39583744,1532,25829,302,,,,,,,,,,,
-142.18159858726884,314.875,0.020833333333333332,39714816,,,,0.269232177734375,1510,0.020272473,0.19872622191905975,0.9605469107627869,-4.864660874009132,0.00024062438399999998,0.2,13.368076658248901,6.800830841064453,-0.001413673544448102
,,,39714816,1532,25911,303,,,,,,,,,,,
-144.2568064307703,327.0104166666667,0.0,39845888,,,,0.2925994873046875,1515,0.021000937,0.1984102874994278,0.9601786620914936,-4.874010646343232,0.000240427776,0.2,13.738317346572876,6.479793071746826,-0.004309139091856195
,,,39845888,1532,25994,304,,,,,,,,,,,
-148.4762046304526,308.84375,0.0,39976960,,,,0.24601287841796876,1520,0.018587306,0.1982504278421402,0.9708332009613514,-4.854597428441048,0.000240231168,0.2,9.528282222151756,5.202541828155518,-0.0008602920905104838
,,,39976960,1532,26078,305,,,,,,,,,,,
-142.3508438720459,303.78125,0.03125,40108032,,,,0.22954864501953126,1525,0.01530063,0.19863498210906982,0.9556799493730068,-4.890030205249786,0.00024003455999999998,0.2,13.920599085092544,7.9847493171691895,-0.00432754744651902
,,,40108032,1533,26158,306,,,,,,,,,,,
-147.45559834430892,317.53125,0.0,40239104,,,,0.2979278564453125,1530,0.05666369,0.19796772301197052,0.9524417072534561,-4.883684143424034,0.00023983795199999998,0.2,16.02798385620117,7.965505599975586,0.00010150462840101682
,,,40239104,1533,26241,307,,,,,,,,,,,
-143.73459449276936,305.8958333333333,0.020833333333333332,40370176,,,,0.20359344482421876,1535,0.016950853,0.1958208531141281,0.9372646138072014,-4.874025511741638,0.000239641344,0.2,21.852687656879425,10.916015625,-0.011742314873845316
,,,40370176,1533,26323,308,,,,,,,,,,,
-146.90250835225098,313.2708333333333,0.010416666666666666,40501248,,,,0.28701324462890626,1540,0.035327524,0.1946927160024643,0.9617807976901531,-4.83465409874916,0.00023944473599999997,0.2,12.865869140625,5.8641037940979,0.0004201117695629364
,,,40501248,1533,26407,309,,,,,,,,,,,
-140.89585003746228,316.78125,0.020833333333333332,40632320,,,,0.312823486328125,1545,0.0636031,0.1937628835439682,0.9555959701538086,-4.830182430148125,0.000239248128,0.2,13.91931956410408,7.115704536437988,-0.005414006031060126
,,,40632320,1533,26491,310,,,,,,,,,,,
-143.97332732028812,300.03125,0.03125,40763392,,,,0.254473876953125,1550,0.060047414,0.192221000790596,0.9505171217024326,-4.815577137470245,0.00023905151999999995,0.2,16.838586169481278,9.77613353729248,-0.0021863398327695905
,,,40763392,1533,26576,311,,,,,,,,,,,
-144.51398190278152,314.7708333333333,0.010416666666666666,40894464,,,,0.245611572265625,1555,0.019020181,0.1907782405614853,0.9601081497967243,-4.798827996850013,0.000238854912,0.2,13.201779013872146,6.728414535522461,-0.002562844594649505
,,,40894464,1533,26661,312,,,,,,,,,,,
-140.1421632166774,319.0104166666667,0.010416666666666666,41025536,,,,0.2410247802734375,1560,0.028740687,0.19041238725185394,0.9702296312898397,-4.773462203145027,0.00023865830399999997,0.2,9.866176337003708,4.85646390914917,-0.00423548704420682
,,,41025536,1533,26747,313,,,,,,,,,,,
-137.91877161337297,309.4375,0.041666666666666664,41156608,,,,0.2375244140625,1565,0.023782022,0.18998320400714874,0.9552988857030869,-4.773668658733368,0.00023846169599999996,0.2,14.891918990015984,8.035655975341797,-0.0013259480638225796
,,,41156608,1533,26833,314,,,,,,,,,,,
-139.4370860673586,308.5208333333333,0.020833333333333332,41287680,,,,0.26497039794921873,1570,0.018798234,0.19015836715698242,0.9512382410466671,-4.791775095462799,0.00023826508799999998,0.2,16.263047569990157,7.424208641052246,-0.005464222240698291
,,,41287680,1533,26915,315,,,,,,,,,,,
-137.05233526849713,314.78125,0.03125,41418752,,,,0.24975738525390626,1575,0.031272277,0.18935005366802216,0.9573026336729527,-4.800148546695709,0.00023806847999999998,0.2,13.619643485546112,6.359703540802002,-0.002581235368415946
,,,41418752,1534,27000,316,,,,,,,,,,,
-135.71321679576423,327.8020833333333,0.0,41549824,,,,0.296337890625,1580,0.017847529,0.1898166388273239,0.9479103609919548,-4.792571273446083,0.00023787187199999997,0.2,17.525957703590393,7.101923942565918,-0.0017111301072873174
,,,41549824,1534,27084,317,,,,,,,,,,,
-135.0231908101929,296.8958333333333,0.041666666666666664,41680896,,,,0.19827880859375,1585,0.01885702,0.1884741634130478,0.9580419436097145,-4.78401440680027,0.00023767526399999997,0.2,13.892797124385833,6.741616249084473,-0.004177496713964501
,,,41680896,1534,27167,318,,,,,,,,,,,
-136.36035903693553,308.4583333333333,0.041666666666666664,41811968,,,,0.265283203125,1590,0.012954563,0.18828551471233368,0.9594598226249218,-4.772679576277733,0.00023747865599999999,0.2,13.565293571352958,6.29425048828125,-0.002514725721266586
,,,41811968,1534,27247,319,,,,,,,,,,,
-141.2954736044277,307.59375,0.03125,41943040,,,,0.30803070068359373,1595,0.05348342,0.1887902021408081,0.9567434638738632,-4.773984998464584,0.00023728204799999998,0.2,14.459901142120362,8.637958526611328,-0.0007983590810908936
,,,41943040,1534,27327,320,,,,,,,,,,,
-141.0836531024617,317.6770833333333,0.020833333333333332,42074112,,,,0.2312652587890625,1600,0.02520841,0.188095822930336,0.9416162446141243,-4.7709059596061705,0.00023708543999999997,0.2,20.416347151994707,9.149184226989746,-0.008798197790019913
,,,42074112,1535,27406,321,,,,,,,,,,,
-135.38369144741557,328.7604166666667,0.010416666666666666,42205184,,,,0.25586090087890623,1605,0.02813922,0.18698979914188385,0.9717103075236082,-4.747874793410301,0.000236888832,0.2,9.8776223808527,5.646324157714844,-0.003712732542408048
,,,42205184,1535,27487,322,,,,,,,,,,,
-144.36964012890036,317.1770833333333,0.0,42336256,,,,0.28694610595703124,1610,0.021045567,0.18705780804157257,0.9647348821163177,-4.748720514774322,0.000236692224,0.2,11.995756444334983,5.449972152709961,-0.0030609036217356333
,,,42336256,1535,27567,323,,,,,,,,,,,
-142.15877582454843,314.96875,0.020833333333333332,42467328,,,,0.23480987548828125,1615,0.017531103,0.18629701435565948,0.9641432613134384,-4.7429160356521605,0.00023649561599999998,0.2,12.508213838934898,6.278839588165283,-0.0005404841806011973
,,,42467328,1536,27647,324,,,,,,,,,,,
-141.2029790300097,308.5416666666667,0.020833333333333332,42598400,,,,0.29981689453125,1620,0.040967647,0.18460910022258759,0.966711699962616,-4.745991444587707,0.00023629900799999998,0.2,11.524217370152474,3.2071125507354736,-0.006543908791354624
,,,42598400,1536,27729,325,,,,,,,,,,,
-139.45077447572945,310.5520833333333,0.020833333333333332,42729472,,,,0.27314605712890627,1625,0.01634343,0.18385286629199982,0.9645228944718838,-4.699827286601066,0.0002361024,0.2,12.3944326877594,9.00075626373291,1.1224833360756748e-05
,,,42729472,1536,27810,326,,,,,,,,,,,
-134.55611785422732,305.8125,0.052083333333333336,42860544,,,,0.24033203125,1630,0.021752743,0.182869091629982,0.9700323082506657,-4.708986243605613,0.000235905792,0.2,10.333963224291802,4.416098594665527,-0.0029647625084180617
,,,42860544,1536,27891,327,,,,,,,,,,,
-135.98313498310128,325.9375,0.020833333333333332,42991616,,,,0.28536376953125,1635,0.02941074,0.18176241219043732,0.9518265277147293,-4.694209823012352,0.00023570918399999996,0.2,17.895313984155656,9.7062406539917,-0.006902475520473672
,,,42991616,1536,27971,328,,,,,,,,,,,
-133.4850745163253,320.1875,0.03125,43122688,,,,0.24450836181640626,1640,0.023967437,0.18152271211147308,0.9525626003742218,-4.680342611670494,0.000235512576,0.2,17.5881179779768,11.609911918640137,-0.007538766055586166
,,,43122688,1537,28052,329,,,,,,,,,,,
-133.48228585210106,313.9791666666667,0.041666666666666664,43253760,,,,0.245758056640625,1645,0.040729903,0.1801675409078598,0.9779932126402855,-4.665740603208542,0.00023531596799999997,0.2,7.8718066900968555,3.8693628311157227,-0.004150940299587092
,,,43253760,1537,28132,330,,,,,,,,,,,
-142.66693616929547,315.3854166666667,0.010416666666666666,43384832,,,,0.28028106689453125,1650,0.06943518,0.1792658120393753,0.9647850319743156,-4.652836182713509,0.00023511935999999997,0.2,12.973129087686539,7.38145637512207,-0.0014044512798136565
,,,43384832,1537,28212,331,,,,,,,,,,,
-138.65025068646435,332.9479166666667,0.0,43515904,,,,0.2345001220703125,1655,0.019681323,0.17844323813915253,0.9671563468873501,-4.649180686473846,0.00023492275199999996,0.2,12.457675617933273,5.991637706756592,-0.010033759239013307
,,,43515904,1538,28292,332,,,,,,,,,,,
-140.5441490112738,309.4791666666667,0.03125,43646976,,,,0.2659149169921875,1660,0.026112312,0.17790581285953522,0.9689241424202919,-4.618326261639595,0.00023472614399999998,0.2,11.590667724609375,5.014975547790527,-0.00220281117290142
,,,43646976,1538,28372,333,,,,,,,,,,,
-138.62493584522255,327.8125,0.010416666666666666,43778048,,,,0.275860595703125,1665,0.020019354,0.1768370270729065,0.9660411402583122,-4.619341254234314,0.00023452953599999998,0.2,12.460450944304466,6.663390636444092,-0.0023495957706472837
,,,43778048,1538,28452,334,,,,,,,,,,,
-138.09194054700276,325.1458333333333,0.010416666666666666,43909120,,,,0.2433868408203125,1670,0.011829657,0.1752333641052246,0.9796423297375441,-4.590894794464111,0.00023433292799999997,0.2,7.978578588366508,3.007714033126831,-0.002957184984188643
,,,43909120,1538,28534,335,,,,,,,,,,,
-140.8097646259398,324.4583333333333,0.010416666666666666,44040192,,,,0.2369903564453125,1675,0.024080934,0.17369399964809418,0.9787267167121172,-4.573216024041176,0.00023413631999999996,0.2,8.264908257126809,3.7887980937957764,-0.010797558332706103
,,,44040192,1539,28613,336,,,,,,,,,,,
-144.29705447793944,322.8020833333333,0.0,44171264,,,,0.3038848876953125,1680,0.020926286,0.1728476881980896,0.9681449681520462,-4.551906737685203,0.00023393971199999999,0.2,12.220707014203072,8.737412452697754,-0.003511285194690572
,,,44171264,1539,28694,337,,,,,,,,,,,
-141.47473715710058,314.8229166666667,0.020833333333333332,44302336,,,,0.28282928466796875,1685,0.024521962,0.1707078218460083,0.9723846837878227,-4.53538564145565,0.00023374310399999998,0.2,10.930513015389442,3.6438779830932617,-0.002421812300599413
,,,44302336,1539,28774,338,,,,,,,,,,,
-142.2409134395283,323.6979166666667,0.010416666666666666,44433408,,,,0.2114776611328125,1690,0.023048915,0.1696595549583435,0.9784013275057077,-4.508278128504753,0.00023354649599999997,0.2,8.815635046362877,3.3108177185058594,-0.003576488648104714
,,,44433408,1539,28854,339,,,,,,,,,,,
-139.70079533270564,319.1041666666667,0.020833333333333332,44564480,,,,0.295867919921875,1695,0.038475063,0.16923151910305023,0.9689803868532181,-4.487404361367226,0.000233349888,0.2,11.546378511190415,5.4146013259887695,-0.004209790455934126
,,,44564480,1540,28936,340,,,,,,,,,,,
-133.17373566672777,331.9583333333333,0.020833333333333332,44695552,,,,0.2855010986328125,1700,0.026375344,0.16718964278697968,0.9753057882189751,-4.469985553622246,0.00023315328,0.2,9.85959688425064,6.1325273513793945,-0.00461749270762084
,,,44695552,1540,29017,341,,,,,,,,,,,
-142.51566779089202,326.9270833333333,0.0,44826624,,,,0.28583221435546874,1705,0.03881859,0.16618989408016205,0.9713909830898046,-4.461269527673721,0.00023295667199999998,0.2,12.129480794072151,5.011033058166504,-0.004814718718625955
,,,44826624,1540,29097,342,,,,,,,,,,,
-137.97439656748102,309.59375,0.03125,44957696,,,,0.2888885498046875,1710,0.028929738,0.16436561942100525,0.9709490947425365,-4.430999973416329,0.000232760064,0.2,11.835719230771065,6.761139869689941,-0.002493563969619572
,,,44957696,1540,29176,343,,,,,,,,,,,
-139.2338316854588,324.53125,0.010416666666666666,45088768,,,,0.291522216796875,1715,0.055595078,0.16373173892498016,0.9765412863343954,-4.405570715665817,0.000232563456,0.2,8.976512092351914,3.3775179386138916,0.0007297806638234761
,,,45088768,1541,29255,344,,,,,,,,,,,
-139.16785286420728,323.0729166666667,0.010416666666666666,45219840,,,,0.21915130615234374,1720,0.01652953,0.16320158541202545,0.9811928663402796,-4.398583853244782,0.00023236684799999996,0.2,7.538038669526577,5.133852005004883,-0.0015754206775454803
,,,45219840,1541,29336,345,,,,,,,,,,,
-139.3943050750048,324.40625,0.010416666666666666,45350912,,,,0.2532501220703125,1725,0.023029711,0.16172678768634796,0.9809434618800879,-4.395958495140076,0.00023217023999999998,0.2,8.362482979893684,4.279951572418213,-0.0033764243889891077
,,,45350912,1541,29416,346,,,,,,,,,,,
-138.69561808194564,319.2604166666667,0.020833333333333332,45481984,,,,0.3002532958984375,1730,0.021569353,0.16080506145954132,0.9820529446005821,-4.3773086130619046,0.00023197363199999998,0.2,7.816091683506966,4.360570430755615,-0.0022547587912413293
,,,45481984,1541,29496,347,,,,,,,,,,,
-140.45374904565014,325.46875,0.0,45613056,,,,0.21762237548828126,1735,0.019097447,0.15936504304409027,0.9708717055618763,-4.355058979988098,0.000231777024,0.2,13.270576831698417,6.168468475341797,-0.00156957815415808
,,,45613056,1542,29575,348,,,,,,,,,,,
-143.68020616306117,317.4895833333333,0.010416666666666666,45744128,,,,0.22539215087890624,1740,0.015019635,0.15808169543743134,0.9821382947266102,-4.314779296517372,0.00023158041599999997,0.2,7.932381811738014,3.4950246810913086,-0.006099455015646527
,,,45744128,1542,29655,349,,,,,,,,,,,
-135.47475062294373,335.34375,0.0,45875200,,,,0.2318023681640625,1745,0.022604473,0.1573144644498825,0.9795474838465452,-4.2873700827360155,0.00023138380799999996,0.2,9.533971086144447,4.614539623260498,-0.0041099036316154525
,,,45875200,1542,29736,350,,,,,,,,,,,
-142.32202321483433,320.34375,0.010416666666666666,46006272,,,,0.22534637451171874,1750,0.033840634,0.1574537307024002,0.9816391915082932,-4.281402400135994,0.00023118719999999998,0.2,8.201253300905227,4.311279296875,-0.001283424804569222
,,,46006272,1543,29815,351,,,,,,,,,,,
-142.34025841213744,322.9583333333333,0.0,46137344,,,,0.24436492919921876,1755,0.012733111,0.15717782080173492,0.983386155217886,-4.291310751438141,0.00023099059199999997,0.2,6.944510991871357,2.8072383403778076,-0.0033335243213514333
,,,46137344,1543,29895,352,,,,,,,,,,,
-133.54042480243245,329.0520833333333,0.020833333333333332,46268416,,,,0.23998260498046875,1760,0.016830642,0.15648150444030762,0.9753858987241983,-4.291023069620133,0.00023079398399999997,0.2,11.51924535036087,3.907646894454956,-0.0020210390252032085
,,,46268416,1543,29975,353,,,,,,,,,,,
-134.87518124391434,319.0208333333333,0.03125,46399488,,,,0.265179443359375,1765,0.031080578,0.15597335994243622,0.9730118624866009,-4.271068179607392,0.000230597376,0.2,12.513700896501541,7.125809669494629,-0.0060194698635314126
,,,46399488,1543,30056,354,,,,,,,,,,,
-141.80270011987105,326.5729166666667,0.0,46530560,,,,0.2364593505859375,1770,0.01613448,0.15502095222473145,0.9811997283250093,-4.253172987699509,0.00023040076799999998,0.2,8.933364337682724,5.554322242736816,-0.0052028998172318095
,,,46530560,1543,30137,355,,,,,,,,,,,
-136.33874674567463,336.8333333333333,0.0,46661632,,,,0.2289642333984375,1775,0.011994038,0.1542230099439621,0.9825786761939526,-4.246418386697769,0.00023020415999999998,0.2,8.299270248413086,3.7030553817749023,-0.002493291640712414
,,,46661632,1544,30218,356,,,,,,,,,,,
-132.82199833912856,320.0729166666667,0.041666666666666664,46792704,,,,0.262896728515625,1780,0.02624828,0.15345148742198944,0.9870823947712779,-4.212467065453529,0.00023000755199999997,0.2,6.098448441922665,2.8792426586151123,-0.0004043784025270725
,,,46792704,1544,30299,357,,,,,,,,,,,
-141.3206253008464,323.0416666666667,0.010416666666666666,46923776,,,,0.26365814208984373,1785,0.015224878,0.15332241356372833,0.9849903974682093,-4.219132786989212,0.000229810944,0.2,6.7876812145113945,3.350128173828125,-0.0011652467015665024
,,,46923776,1544,30378,358,,,,,,,,,,,
-137.91015329507678,328.75,0.010416666666666666,47054848,,,,0.2606597900390625,1790,0.03195949,0.1525031328201294,0.9872863655909896,-4.2148959070444105,0.00022961433599999999,0.2,6.13933192640543,2.935647964477539,-0.0007821622741175816
,,,47054848,1544,30457,359,,,,,,,,,,,
-136.26521881215186,323.71875,0.020833333333333332,47185920,,,,0.2928558349609375,1795,0.028282177,0.15153516829013824,0.9735630489885807,-4.214966911077499,0.00022941772799999998,0.2,12.262003478407859,7.057898044586182,-0.003846765193156898
,,,47185920,1545,30538,360,,,,,,,,,,,
-139.49674891754765,333.1666666666667,0.0,47316992,,,,0.2723358154296875,1800,0.015882198,0.1508488804101944,0.9859368996694684,-4.182776057720185,0.00022922112,0.2,7.391081061959267,4.09286642074585,-0.00023196343172458
,,,47316992,1545,30621,361,,,,,,,,,,,
-138.73575733213306,322.9895833333333,0.020833333333333332,47448064,,,,0.27789306640625,1805,0.02153128,0.1502372771501541,0.9843773739412427,-4.187651133537292,0.00022902451199999997,0.2,7.034867997467518,4.747408390045166,-0.002088955273211468
,,,47448064,1545,30700,362,,,,,,,,,,,
-138.1672392335885,335.09375,0.0,47579136,,,,0.26240692138671873,1810,0.015908305,0.1493426114320755,0.9867324912920594,-4.169557523727417,0.000228827904,0.2,6.539526727795601,2.3788020610809326,-0.003347479488365934
,,,47579136,1545,30779,363,,,,,,,,,,,
-131.96689843457565,333.03125,0.020833333333333332,47710208,,,,0.24973907470703124,1815,0.01716832,0.1482095569372177,0.9820331074297428,-4.143313905596733,0.00022863129599999996,0.2,8.970447924733161,5.34238862991333,-0.005643643201619852
,,,47710208,1545,30862,364,,,,,,,,,,,
-137.006340551138,331.7083333333333,0.010416666666666666,47841280,,,,0.29995269775390626,1820,0.020922638,0.1476891040802002,0.983632093295455,-4.148986724019051,0.000228434688,0.2,7.796954089403153,3.523165225982666,-0.001971650345512899
,,,47841280,1546,30942,365,,,,,,,,,,,
-130.41484159936968,335.9375,0.020833333333333332,47972352,,,,0.2247406005859375,1825,0.021876007,0.14739154279232025,0.990280251018703,-4.148660197854042,0.00022823807999999997,0.2,5.016133594512939,2.521026849746704,-0.003236134667531587
,,,47972352,1546,31023,366,,,,,,,,,,,
-136.14649032846182,338.21875,0.010416666666666666,48103424,,,,0.2233795166015625,1830,0.020223826,0.14689360558986664,0.9853678420186043,-4.146377381682396,0.00022804147199999996,0.2,7.312178261578083,4.35244607925415,-0.004105639290355611
,,,48103424,1546,31106,367,,,,,,,,,,,
-137.35942644646403,327.9270833333333,0.010416666666666666,48234496,,,,0.24398040771484375,1835,0.015900053,0.14611230790615082,0.9881380908191204,-4.123467901349068,0.00022784486399999996,0.2,5.94340578019619,3.1598904132843018,-0.0022199256225576393
,,,48234496,1546,31186,368,,,,,,,,,,,
-138.0337658062463,323.84375,0.020833333333333332,48365568,,,,0.27531585693359373,1840,0.02863272,0.14574138820171356,0.9878941252827644,-4.100871267914772,0.00022764825599999998,0.2,5.85571812838316,2.2587177753448486,0.00037898655355093067
,,,48365568,1547,31263,369,,,,,,,,,,,
-136.53504247901446,334.3229166666667,0.0,48496640,,,,0.231011962890625,1845,0.012337847,0.14529520273208618,0.9849225142970681,-4.089017423987388,0.00022745164799999997,0.2,7.264380553364754,2.1842844486236572,-0.004799917164200451
,,,48496640,1547,31345,370,,,,,,,,,,,
-137.42100712578775,326.7604166666667,0.020833333333333332,48627712,,,,0.24533843994140625,1850,0.028560665,0.14442835748195648,0.985797100700438,-4.072881081700325,0.00022725503999999997,0.2,7.615685349702835,3.632216691970825,-0.0010693743774027099
,,,48627712,1547,31427,371,,,,,,,,,,,
-135.96603001877028,339.03125,0.0,48758784,,,,0.22290802001953125,1855,0.03178554,0.14405332505702972,0.986174738034606,-4.085157951712608,0.000227058432,0.2,7.024373485147953,3.705576181411743,-0.00037549738663074096
,,,48758784,1547,31507,372,,,,,,,,,,,
-135.55956974924314,330.5625,0.020833333333333332,48889856,,,,0.27189178466796876,1860,0.027532002,0.14402638375759125,0.9811314959079027,-4.053153648972511,0.00022686182399999998,0.2,9.33381407558918,5.541528224945068,9.195614729833324e-05
,,,48889856,1547,31589,373,,,,,,,,,,,
-140.02347332270838,332.25,0.0,49020928,,,,0.27714691162109373,1865,0.03273253,0.14389246702194214,0.9883708683773875,-4.0746739447116855,0.00022666521599999998,0.2,5.658366551995277,1.9662127494812012,-0.0016314541375322734
,,,49020928,1547,31670,374,,,,,,,,,,,
-130.27689525460642,341.5,0.010416666666666666,49152000,,,,0.20150604248046874,1870,0.0135907885,0.14461781084537506,0.9904653886333108,-4.071667724847794,0.000226468608,0.2,4.851150386035442,2.3411471843719482,-0.0021012869827245597
,,,49152000,1548,31750,375,,,,,,,,,,,
-135.68929104344426,342.3958333333333,0.0,49283072,,,,0.21598663330078124,1875,0.01872174,0.1442217379808426,0.9844773150980473,-4.088288107514382,0.000226272,0.2,7.779186965525151,3.313441276550293,-0.004875319024722558
,,,49283072,1548,31831,376,,,,,,,,,,,
-142.93768449215986,323.59375,0.010416666666666666,49414144,,,,0.27354583740234373,1880,0.018895997,0.14365562796592712,0.9832304064184427,-4.0677233904600145,0.00022607539199999999,0.2,8.210486586391927,2.9954116344451904,-0.000606205631265766
,,,49414144,1548,31914,377,,,,,,,,,,,
-136.70268959730524,326.21875,0.020833333333333332,49545216,,,,0.30707244873046874,1885,0.024732009,0.1438245326280594,0.9819012191146612,-4.079145398736,0.00022587878399999998,0.2,8.711821669340134,4.845921516418457,0.000708247501461301
,,,49545216,1548,31995,378,,,,,,,,,,,
-132.10126873996415,324.7708333333333,0.03125,49676288,,,,0.1895782470703125,1890,0.014220377,0.14300723373889923,0.9871182963252068,-4.071976959705353,0.000225682176,0.2,6.22341368496418,3.209688186645508,-0.004148951185925398
,,,49676288,1548,32075,379,,,,,,,,,,,
-137.19610464776957,325.6458333333333,0.020833333333333332,49807360,,,,0.2597869873046875,1895,0.030892447,0.14283235371112823,0.9865346578881145,-4.055266436934471,0.000225485568,0.2,6.3729816526174545,2.643442392349243,-0.0054536961408302885
,,,49807360,1548,32156,380,,,,,,,,,,,
-134.6123020480837,338.625,0.0,49938432,,,,0.25261383056640624,1900,0.02132907,0.14205677807331085,0.9719267524778843,-4.07033354640007,0.00022528895999999996,0.2,13.578991803526879,7.674007415771484,-0.006305034105389495
,,,49938432,1549,32237,381,,,,,,,,,,,
-133.12168624706942,330.2708333333333,0.020833333333333332,50069504,,,,0.2568878173828125,1905,0.022654068,0.14125502109527588,0.9829968512058258,-4.040376669168472,0.000225092352,0.2,8.106256639957428,1.8282564878463745,0.00010547905403655023
,,,50069504,1549,32318,382,,,,,,,,,,,
-130.89955310316893,340.8020833333333,0.0,50200576,,,,0.2304290771484375,1910,0.02245546,0.1410217434167862,0.9772503059357405,-4.023512208461762,0.00022489574399999998,0.2,10.358994200825691,3.1072771549224854,-0.0017632883824262534
,,,50200576,1549,32401,383,,,,,,,,,,,
-133.59738311761393,336.34375,0.010416666666666666,50331648,,,,0.279058837890625,1915,0.028179877,0.1405739188194275,0.9835078623145819,-4.018590497970581,0.000224699136,0.2,7.8945338249206545,5.147006988525391,-0.0018732247146544978
,,,50331648,1549,32482,384,,,,,,,,,,,
-135.3889171554839,335.6666666666667,0.010416666666666666,50462720,,,,0.2290283203125,1920,0.023545606,0.14006207883358002,0.9856724552810192,-3.998751810193062,0.00022450252799999996,0.2,7.30257883220911,2.702467679977417,-0.0005775719273515278
,,,50462720,1549,32562,385,,,,,,,,,,,
-136.8342776404606,327.7395833333333,0.020833333333333332,50593792,,,,0.2458526611328125,1925,0.018897079,0.1390560418367386,0.9759975243359804,-3.987820491194725,0.00022430591999999998,0.2,12.101221865415573,5.042001247406006,-0.009283089484961237
,,,50593792,1549,32644,386,,,,,,,,,,,
-137.36416048323053,334.6145833333333,0.0,50724864,,,,0.20461883544921874,1930,0.019422125,0.13928236067295074,0.9816599544137716,-3.976697950065136,0.00022410931199999998,0.2,8.844565704464912,4.388753414154053,-0.004159210912621347
,,,50724864,1549,32725,387,,,,,,,,,,,
-142.2111159510927,326.96875,0.0,50855936,,,,0.23397369384765626,1935,0.015415359,0.13990628719329834,0.9870229419320822,-3.990583488345146,0.00022391270399999997,0.2,5.875789687037468,3.91986083984375,-0.00022424543276429177
,,,50855936,1550,32807,388,,,,,,,,,,,
-134.58566837738798,338.8229166666667,0.0,50987008,,,,0.23080291748046874,1940,0.019158378,0.13936784863471985,0.9792871586978436,-3.9881192609667777,0.00022371609599999997,0.2,9.175655901432037,4.7447733879089355,-0.0038542247126315487
,,,50987008,1550,32887,389,,,,,,,,,,,
-134.73736398000844,334.2395833333333,0.010416666666666666,51118080,,,,0.2872894287109375,1945,0.030141527,0.13946358859539032,0.9822440296411514,-3.9861881539225577,0.000223519488,0.2,8.53726381510496,4.5329461097717285,-0.001733522561698919
,,,51118080,1550,32969,390,,,,,,,,,,,
-136.9541937284691,330.6041666666667,0.010416666666666666,51249152,,,,0.28238525390625,1950,0.025534265,0.13987688720226288,0.9855446703732014,-3.98830835968256,0.00022332287999999998,0.2,6.964826944470405,2.269721031188965,-0.0031174497915344547
,,,51249152,1550,33050,391,,,,,,,,,,,
-133.00352529266624,329.2395833333333,0.020833333333333332,51380224,,,,0.2446014404296875,1955,0.015397183,0.1401350498199463,0.9881622511893511,-3.9898230105638506,0.00022312627199999997,0.2,5.977936834096909,2.0760443210601807,-0.002644630519716884
,,,51380224,1550,33133,392,,,,,,,,,,,
-147.39912773476834,321.53125,0.0,51511296,,,,0.23019866943359374,1960,0.0326983,0.13924504816532135,0.9885763367637992,-3.985494163632393,0.000222929664,0.2,5.621454332768917,3.575880289077759,-0.0012093398330762285
,,,51511296,1550,33213,393,,,,,,,,,,,
-134.33659198513206,334.7291666666667,0.010416666666666666,51642368,,,,0.27266845703125,1965,0.015284026,0.13864004611968994,0.9835146591067314,-3.960521064698696,0.000222733056,0.2,8.05949184000492,2.844635486602783,-0.0005176379418116994
,,,51642368,1551,33295,394,,,,,,,,,,,
-137.71136650108562,329.4479166666667,0.010416666666666666,51773440,,,,0.20474853515625,1970,0.012332901,0.13775639235973358,0.9871369982138276,-3.948793664574623,0.00022253644799999998,0.2,6.32183640152216,2.62597393989563,-0.0014798513544519664
,,,51773440,1551,33377,395,,,,,,,,,,,
